id,test_type,component_name,file_name,file_size,false_rate,total_nb_of_tested,ers_score,control_attempts,errors_functions,errors_variables,errors_calls
k2_controller.rename.25_300_400.1,k2_controller,rename,25_300_400,300_400,0.0,3,0.9356,1,,,
k2_controller.rename.25_300_400.2,k2_controller,rename,25_300_400,300_400,0.0,3,0.9356,1,,,
k2_controller.rename.25_300_400.3,k2_controller,rename,25_300_400,300_400,0.0,3,0.9356,1,,,
k2_controller.rename.2_0_50.1,k2_controller,rename,2_0_50,0_50,0.0,1,0.9228,1,,,
k2_controller.rename.2_0_50.2,k2_controller,rename,2_0_50,0_50,0.0,1,0.9228,1,,,
k2_controller.rename.2_0_50.3,k2_controller,rename,2_0_50,0_50,0.0,1,0.9228,1,,,
k2_controller.rename.3_0_50.1,k2_controller,rename,3_0_50,0_50,0.0,6,0.9485,2,,,
k2_controller.rename.3_0_50.2,k2_controller,rename,3_0_50,0_50,0.0,6,0.9485,1,,,
k2_controller.rename.3_0_50.3,k2_controller,rename,3_0_50,0_50,0.0,6,0.9485,1,,,
k2_controller.rename.4_0_50.1,k2_controller,rename,4_0_50,0_50,0.0,1,0.9228,1,,,
k2_controller.rename.4_0_50.2,k2_controller,rename,4_0_50,0_50,0.0,1,0.9228,1,,,
k2_controller.rename.4_0_50.3,k2_controller,rename,4_0_50,0_50,0.0,1,0.9228,1,,,
k2_controller.rename.5_0_50.1,k2_controller,rename,5_0_50,0_50,0.0,6,0.9485,1,,,
k2_controller.rename.5_0_50.2,k2_controller,rename,5_0_50,0_50,0.0,6,0.9485,1,,,
k2_controller.rename.5_0_50.3,k2_controller,rename,5_0_50,0_50,0.0,6,0.9485,1,,,
k2_controller.rename.6_50_100.1,k2_controller,rename,6_50_100,50_100,0.0,7,0.9517,1,,,
k2_controller.rename.6_50_100.2,k2_controller,rename,6_50_100,50_100,0.0,7,0.9517,1,,,
k2_controller.rename.6_50_100.3,k2_controller,rename,6_50_100,50_100,0.0,7,0.9517,1,,,
k2_controller.rename.7_50_100.1,k2_controller,rename,7_50_100,50_100,0.0,5,0.9448,1,,,
k2_controller.rename.7_50_100.2,k2_controller,rename,7_50_100,50_100,0.0,5,0.9448,1,,,
k2_controller.rename.7_50_100.3,k2_controller,rename,7_50_100,50_100,0.0,5,0.9448,1,,,
k2_controller.rename.8_50_100.1,k2_controller,rename,8_50_100,50_100,0.0,9,0.9571,2,,,
k2_controller.rename.8_50_100.2,k2_controller,rename,8_50_100,50_100,0.0,9,0.9571,2,,,
k2_controller.rename.8_50_100.3,k2_controller,rename,8_50_100,50_100,0.0,9,0.9571,1,,,
k2_controller.rename.9_50_100.1,k2_controller,rename,9_50_100,50_100,0.0,4,0.9406,1,,,
k2_controller.rename.9_50_100.2,k2_controller,rename,9_50_100,50_100,0.0,4,0.9406,1,,,
k2_controller.rename.9_50_100.3,k2_controller,rename,9_50_100,50_100,0.0,4,0.9406,1,,,
